"","rank","name","platform","year","genre","publisher","na_sales","eu_sales","jp_sales","other_sales","global_sales","platform_exclusive"
"14402",14705,"Star Trek: The Game","PC","2013","Action","Namco Bandai Games",0,0.02,0,0,0.03,"Non-exclusive"
"14403",14706,"Moto Racer DS","DS","2008","Racing","Nobilis",0,0.02,0,0,0.03,"Exclusive"
"14404",14707,"The Last Guy","PS3","2009","Action","Sony Computer Entertainment",0,0,0.03,0,0.03,"Exclusive"
"14405",14708,"Disney Sports Soccer","GBA","2002","Sports","Konami Digital Entertainment",0.02,0.01,0,0,0.03,"Non-exclusive"
"14406",14709,"Akane Iro ni Somaru Saka Parallel","PS2","2008","Adventure","GN Software",0,0,0.03,0,0.03,"Exclusive"
"14407",14710,"Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder","PSP","2011","Adventure","Alchemist",0,0,0.03,0,0.03,"Exclusive"
"14408",14711,"Monster Hunter Frontier Online: Forward 1","X360","2011","Role-Playing","Capcom",0,0,0.03,0,0.03,"Exclusive"
"14409",14712,"X3: Terran Conflict","PC","2008","Simulation","Deep Silver",0,0.02,0,0.01,0.03,"Exclusive"
"14410",14713,"Timeshock! Pro Pinball","PS","1998","Misc","Empire Interactive",0.02,0.01,0,0,0.03,"Exclusive"
"14411",14714,"Max Payne","GBA","2003","Shooter","Take-Two Interactive",0.02,0.01,0,0,0.03,"Non-exclusive"
"14412",14715,"D1 Professional Drift Grand Prix Series","PS2","2005","Racing","Yuke's",0.01,0.01,0,0,0.03,"Exclusive"
"14413",14716,"Starry ? Sky: In Winter","PSP","2011","Misc","Asgard",0,0,0.03,0,0.03,"Exclusive"
"14414",14717,"Little Bears","DS","2009","Simulation","RTL",0.03,0,0,0,0.03,"Exclusive"
"14415",14718,"Rush Hour","PS","1997","Misc","Psygnosis",0.02,0.01,0,0,0.03,"Exclusive"
"14416",14719,"Pro Cast Sports Fishing","XB","2003","Sports","Capcom",0.02,0.01,0,0,0.03,"Exclusive"
"14417",14720,"Gintama: Banji Oku Chuubu!","Wii","2007","Action","Namco Bandai Games",0,0,0.03,0,0.03,"Exclusive"
"14418",14721,"Aegis of Earth: Protonovus Assault","PS3","2016","Action","PQube",0.01,0.01,0,0,0.03,"Non-exclusive"
"14419",14722,"Saka Agari Hurricane Portable","PSP","2011","Adventure","Alchemist",0,0,0.03,0,0.03,"Exclusive"
"14420",14723,"Negima!? Dream Tactic Yumemiru Otome Princess","PS2","2007","Strategy","Konami Digital Entertainment",0,0,0.03,0,0.03,"Exclusive"
"14421",14724,"King Arthur II","PC","2011","Strategy","Paradox Interactive",0,0.02,0,0,0.03,"Exclusive"
"14422",14725,"Max Payne 2: The Fall of Max Payne","PC","2003","Shooter","Take-Two Interactive",0,0.02,0,0,0.03,"Non-exclusive"
"14423",14726,"Dakar 2: The World's Ultimate Rally","GC","2003","Racing","Acclaim Entertainment",0.02,0.01,0,0,0.03,"Non-exclusive"
"14424",14727,"NBA 2K7","XB","2006","Sports","Take-Two Interactive",0.02,0.01,0,0,0.03,"Non-exclusive"
"14425",14728,"Auto Modellista","GC","2003","Racing","Capcom",0.02,0.01,0,0,0.03,"Non-exclusive"
"14426",14729,"Jewel Match 2","DS","2012","Puzzle","Easy Interactive",0,0.02,0,0,0.03,"Exclusive"
"14427",14730,"Hanayaka Kana, Ware ga Ichizoku Twin Pack","PSP","2011","Misc","Idea Factory",0,0,0.03,0,0.03,"Exclusive"
"14428",14731,"MySims","PC","2008","Simulation","Electronic Arts",0,0.02,0,0,0.03,"Non-exclusive"
"14429",14732,"Guild Wars: Nightfall","PC","2006","Role-Playing","NCSoft",0,0.02,0,0.01,0.03,"Exclusive"
"14430",14733,"Greg Hastings' Tournament Paintball Max'd","GBA","2006","Shooter","Activision",0.02,0.01,0,0,0.03,"Non-exclusive"
"14431",14734,"Dave Mirra Freestyle BMX 3","GBA","2002","Sports","Acclaim Entertainment",0.02,0.01,0,0,0.03,"Exclusive"
"14432",14735,"My Animal Centre","Wii","2009","Simulation","Deep Silver",0,0.02,0,0,0.03,"Exclusive"
"14433",14736,"Eco Creatures: Save The Forest","DS","2007","Adventure","Rising Star Games",0.03,0,0,0,0.03,"Exclusive"
"14434",14737,"Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki","DS","2009","Adventure","Creative Core",0,0,0.03,0,0.03,"Exclusive"
"14435",14738,"Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!","DS","2011","Action","Namco Bandai Games",0,0,0.03,0,0.03,"Exclusive"
"14436",14739,"Dragon Tamer: Sound Spirit","DS","2007","Role-Playing","Namco Bandai Games",0,0,0.03,0,0.03,"Exclusive"
"14437",14740,"Frogger: Ancient Shadow","XB","2005","Platform","Konami Digital Entertainment",0.02,0.01,0,0,0.03,"Non-exclusive"
"14438",14741,"Pro Evolution Soccer 2017","XOne","2016","Sports","Konami Digital Entertainment",0,0.02,0,0,0.03,"Non-exclusive"
"14439",14742,"La Pucelle: Ragnarok","PSP","2009","Role-Playing","Nippon Ichi Software",0,0,0.03,0,0.03,"Exclusive"
"14440",14743,"Kiniro no Corda 2 f Encore","PSP","2009","Role-Playing","Tecmo Koei",0,0,0.03,0,0.03,"Exclusive"
"14441",14744,"Darius II","SAT","1995","Shooter","Taito",0,0,0.03,0,0.03,"Exclusive"
"14442",14745,"Jewel Quest 5: The Sleepless Star","DS","2012","Action","Licensed 4U",0,0.02,0,0,0.03,"Non-exclusive"
"14443",14746,"RollerCoaster Tycoon 2: Triple Thrill Pack","PC","2003","Strategy","Atari",0,0.02,0,0.01,0.03,"Exclusive"
"14444",14747,"Bleach: Soul Carnival 2","PSP","2009","Fighting","Sony Computer Entertainment",0,0,0.03,0,0.03,"Exclusive"
"14445",14748,"ParaParaParadise","PS2","2001","Misc","Konami Digital Entertainment",0,0,0.03,0,0.03,"Exclusive"
"14446",14749,"Tiger & Bunny: On-Air Jack!","PSP","2012","Action","Namco Bandai Games",0,0,0.03,0,0.03,"Exclusive"
"14447",14750,"Pro Evolution Soccer 2012","3DS","2011","Action","Konami Digital Entertainment",0.02,0,0,0,0.03,"Non-exclusive"
"14448",14751,"Eureka Seven AO: Jungfrau no Hanabanatachi","PS3","2012","Action","Namco Bandai Games",0,0,0.03,0,0.03,"Exclusive"
"14449",14752,"Warship Gunner 2","PS2","2006","Simulation","Tecmo Koei",0.01,0.01,0,0,0.03,"Exclusive"
"14450",14753,"Gotcha Force","GC","2003","Shooter","Capcom",0.01,0,0.01,0,0.03,"Exclusive"
"14451",14754,"The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%","PS2","2007","Fighting","Banpresto",0,0,0.03,0,0.03,"Exclusive"
"14452",14755,"Star Wars The Clone Wars: Republic Heroes","PC","2009","Action","LucasArts",0,0.02,0,0,0.03,"Non-exclusive"
"14453",14756,"CID The Dummy","PSP","2009","Platform","Oxygen Interactive",0.02,0,0,0,0.03,"Non-exclusive"
"14454",14757,"Xblaze: Lost Memories","PSV","2015","Adventure","Arc System Works",0.02,0,0,0.01,0.03,"Non-exclusive"
"14455",14758,"DiRT Rally","PC","2016","Racing","Codemasters",0,0.03,0,0,0.03,"Non-exclusive"
"14456",14759,"The Perfect Golf","PS","1995","Sports","Seta Corporation",0,0,0.03,0,0.03,"Exclusive"
"14457",14760,"Let's Sing 2016","PS4","2015","Action","FuRyu Corporation",0.02,0,0,0.01,0.03,"Exclusive"
"14458",14761,"Wrestle Kingdom","PS2","2006","Fighting","Yuke's",0,0,0.03,0,0.03,"Exclusive"
"14459",14762,"Demon Driver: Time to Burn Rubber!","GBA","2003","Racing","Ignition Entertainment",0.02,0.01,0,0,0.03,"Exclusive"
"14460",14764,"Bigfoot King of Crush","Wii","2011","Racing","Zoo Games",0.02,0,0,0,0.03,"Exclusive"
"14461",14765,"Mojo!","XB","2003","Puzzle","DreamCatcher Interactive",0.02,0.01,0,0,0.03,"Non-exclusive"
"14462",14766,"Infinite Stratos 2: Ignition Hearts","PS3","2014","Adventure","5pb",0,0,0.03,0,0.03,"Non-exclusive"
"14463",14767,"Cabela's Big Game Hunter: Pro Hunts","X360","2014","Shooter","Activision",0.02,0,0,0,0.03,"Non-exclusive"
"14464",14768,"Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~","PS2","2006","Adventure","Konami Digital Entertainment",0,0,0.03,0,0.03,"Exclusive"
"14465",14769,"Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku","3DS","2013","Fighting","Arc System Works",0,0,0.03,0,0.03,"Exclusive"
"14466",14770,"The Sims 2: Bon Voyage","PC","2007","Simulation","Electronic Arts",0.01,0.01,0,0,0.03,"Exclusive"
"14467",14771,"Buffy the Vampire Slayer: Chaos Bleeds","GC","2003","Action","Vivendi Games",0.02,0.01,0,0,0.03,"Non-exclusive"
"14468",14772,"Clannad","X360","2008","Adventure","Prototype",0,0,0.03,0,0.03,"Non-exclusive"
"14469",14773,"Brothers Conflict: Passion Pink","PSP","2012","Action","Idea Factory",0,0,0.03,0,0.03,"Exclusive"
"14470",14774,"Kuryuu Youma Gakuenki Recharge","PS2","2006","Adventure","Atlus",0,0,0.03,0,0.03,"Exclusive"
"14471",14775,"My Frogger: Toy Trials","DS","2006","Action","Konami Digital Entertainment",0.02,0,0,0,0.03,"Exclusive"
"14472",14776,"Jet Grind Radio","GBA","2003","Action","Sega",0.02,0.01,0,0,0.03,"Exclusive"
"14473",14778,"Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!","DS","2009","Action","Russel",0,0,0.03,0,0.03,"Exclusive"
"14474",14779,"3DS Classic Collection","3DS","2016","Misc","Sega",0.02,0,0,0,0.03,"Exclusive"
"14475",14780,"Baldur's Gate: Dark Alliance","GBA","2004","Role-Playing","Destination Software, Inc",0.02,0.01,0,0,0.03,"Non-exclusive"
"14476",14781,"GRID Autosport","PC","2014","Racing","Codemasters",0,0.02,0,0,0.03,"Non-exclusive"
"14477",14782,"The Adventures of Lomax","PS","1996","Platform","Psygnosis",0.01,0.01,0,0,0.03,"Exclusive"
"14478",14783,"Neverwinter Nights Diamond","PC","2004","Role-Playing","Atari",0,0.02,0,0,0.03,"Exclusive"
"14479",14784,"Divinity II: Flames of Vengeance","PC","2010","Role-Playing","DTP Entertainment",0,0.02,0,0.01,0.03,"Exclusive"
"14480",14785,"Under the Skin","PS2","2004","Action","Capcom",0.01,0.01,0,0,0.03,"Exclusive"
"14481",14786,"Battlefield 2142","PC","2006","Shooter","Electronic Arts",0,0.02,0,0,0.03,"Exclusive"
"14482",14787,"Kabu Trader Shun","DS","2007","Action","Capcom",0,0,0.03,0,0.03,"Exclusive"
"14483",14788,"Air Conflicts: Secret Wars","PC","2011","Simulation","bitComposer Games",0,0.02,0,0.01,0.03,"Non-exclusive"
"14484",14789,"Poy Poy","PS","1997","Action","Konami Digital Entertainment",0.01,0.01,0,0,0.03,"Exclusive"
"14485",14790,"Hermie Hopperhead: Scrap Panic","PS","1995","Platform","Sony Computer Entertainment",0,0,0.02,0,0.03,"Exclusive"
"14486",14791,"Lost Planet 2","PC","2010","Shooter","Capcom",0,0.02,0,0.01,0.03,"Non-exclusive"
"14487",14792,"NHL 07","XB","2006","Sports","Electronic Arts",0.02,0.01,0,0,0.03,"Non-exclusive"
"14488",14793,"DrumMania 7th Mix","PS2","2001","Simulation","Konami Digital Entertainment",0,0,0.03,0,0.03,"Exclusive"
"14489",14794,"Runabout 3: Neo Age","PS2","2002","Racing","BAM! Entertainment",0,0,0.03,0,0.03,"Exclusive"
"14490",14795,"AMNESIA World","PSV","2014","Adventure","Idea Factory",0,0,0.03,0,0.03,"Exclusive"
"14491",14796,"Captain Morgane and the Golden Turtle","PS3","2012","Adventure","Reef Entertainment",0,0.02,0,0.01,0.03,"Non-exclusive"
"14492",14797,"Bully: Scholarship Edition","PC","2008","Action","Take-Two Interactive",0,0.02,0,0,0.03,"Non-exclusive"
"14493",14798,"My Ballet Studio","Wii","2009","Simulation","505 Games",0.02,0,0,0,0.03,"Non-exclusive"
"14494",14799,"Guild Wars","PC","2005","Role-Playing","NCSoft",0.02,0,0,0,0.03,"Exclusive"
"14495",14800,"Clannad: Mitsumi Mamoru Sakamichi de - Gekan","PSP","2010","Adventure","Prototype",0,0,0.03,0,0.03,"Exclusive"
"14496",14801,"Archer Maclean Presents: Pool Paradise","GC","2004","Sports","Ignition Entertainment",0.02,0.01,0,0,0.03,"Non-exclusive"
"14497",14802,"Sengoku Efuda Yuugi: Hototogisu Tairan","PSP","2010","Strategy","Irem Software Engineering",0,0,0.03,0,0.03,"Exclusive"
"14498",14803,"Battlezone","PSP","2006","Shooter","Atari",0.02,0,0,0,0.03,"Non-exclusive"
"14499",14804,"Ookiku Furikabutte: Honto no Ace ni Nareru kamo","DS","2007","Sports","Marvelous Interactive",0,0,0.03,0,0.03,"Exclusive"
"14500",14805,"Medal of Honor: Vanguard","PS2","2007","Shooter","Electronic Arts",0,0,0.03,0,0.03,"Non-exclusive"
"14501",14806,"Touch Shot! Love Application","PS3","2012","Adventure","Compile Heart",0,0,0.03,0,0.03,"Exclusive"
"14502",14807,"Nanotek Warrior","PS","1997","Shooter","Virgin Interactive",0.01,0.01,0,0,0.03,"Exclusive"
"14503",14808,"Galileo","DS","2008","Adventure","D3Publisher",0,0,0.03,0,0.03,"Exclusive"
"14504",14809,"Cake Mania: Baker's Challenge","PS2","2008","Puzzle","Destineer",0.01,0.01,0,0,0.03,"Non-exclusive"
"14505",14810,"Captain Tsubasa J: The Way to World Youth","SNES","1995","Sports","Namco Bandai Games",0,0,0.03,0,0.03,"Exclusive"
"14506",14811,"Super Monkey Ball Adventure","PS2","2006","Platform","Sega",0.01,0.01,0,0,0.03,"Non-exclusive"
"14507",14812,"Alien Breed Trilogy","X360","2011","Shooter","Mastertronic",0,0.02,0,0,0.03,"Exclusive"
"14508",14813,"Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku","PSV","2015","Simulation","FuRyu",0,0,0.03,0,0.03,"Exclusive"
"14509",14814,"Sengoku Basara: Sanada Yukimura-Den","PS4","2016","Action","Capcom",0,0,0.03,0,0.03,"Non-exclusive"
"14510",14815,"CID The Dummy","Wii","2009","Platform","Oxygen Interactive",0.02,0,0,0,0.03,"Non-exclusive"
"14511",14816,"Kisuato","PSV","2015","Adventure","TGL",0,0,0.03,0,0.03,"Exclusive"
"14512",14817,"Madden NFL 07","GBA","2006","Sports","Electronic Arts",0.02,0.01,0,0,0.03,"Non-exclusive"
"14513",14818,"Renegade Racers","PS","1999","Racing","Interplay",0.01,0.01,0,0,0.03,"Exclusive"
"14514",14819,"The Legend of Korra (3DS)","3DS","2014","Strategy","Activision",0.02,0,0,0,0.03,"Exclusive"
"14515",14820,"AniMates!","DS","2007","Simulation","Lexicon Entertainment",0.02,0,0,0,0.03,"Exclusive"
"14516",14821,"Monster High 13 Wishes","WiiU","2013","Action","Little Orbit",0.02,0,0,0,0.03,"Non-exclusive"
"14517",14822,"Franklin the Turtle","GBA","2005","Misc","Game Factory",0.02,0.01,0,0,0.03,"Exclusive"
"14518",14823,"Steins;Gate 0","PS3","2015","Adventure","5pb",0,0,0.03,0,0.03,"Non-exclusive"
"14519",14824,"Catan","DS","2009","Strategy","CDV Software Entertainment",0,0.02,0,0,0.03,"Exclusive"
"14520",14825,"Backyard NFL Football","Wii","2007","Sports","Atari",0.02,0,0,0,0.03,"Non-exclusive"
"14521",14826,"Captain Morgane and the Golden Turtle","PC","2012","Adventure","Reef Entertainment",0,0.02,0,0,0.03,"Non-exclusive"
"14522",14827,"Gauntlet / Rampart","GBA","2005","Misc","Zoo Digital Publishing",0.02,0.01,0,0,0.03,"Exclusive"
"14523",14828,"Age of Empires III: Gold Edition","PC","2007","Strategy","Microsoft Game Studios",0,0.02,0,0.01,0.03,"Exclusive"
"14524",14829,"Let's Play Ballerina","Wii","2010","Sports","Deep Silver",0.02,0,0,0,0.03,"Non-exclusive"
"14525",14830,"Disney Planes Fire & Rescue","WiiU","2014","Action","Disney Interactive Studios",0.01,0.01,0,0,0.03,"Non-exclusive"
"14526",14831,"Dream Girl Premier","3DS","2015","Misc","Alchemist",0,0,0.03,0,0.03,"Exclusive"
"14527",14832,"River King: Wonderful Journey","PS2","2005","Sports","505 Games",0.01,0.01,0,0,0.03,"Exclusive"
"14528",14833,"Senran Kagura: Bon AppÌ©tit!","PSV","2014","Misc","Marvelous Entertainment",0,0,0.03,0,0.03,"Exclusive"
"14529",14834,"Ducati Moto","DS","2008","Racing","Vir2L Studios",0.02,0,0,0,0.03,"Exclusive"
"14530",14835,"Justice League Heroes: The Flash","GBA","2006","Action","Eidos Interactive",0.02,0.01,0,0,0.03,"Exclusive"
"14531",14836,"Pop Cutie! Street Fashion Simulation (JP sales)","DS","2008","Simulation","Tecmo Koei",0,0,0.03,0,0.03,"Exclusive"
"14532",14837,"The Peanuts Movie: Snoopy's Grand Adventure","PS4","2015","Action","Activision",0,0.02,0,0,0.03,"Non-exclusive"
"14533",14838,"Kawasaki Snowmobiles","Wii","2008","Racing","Metro 3D",0.02,0,0,0,0.03,"Exclusive"
"14534",14839,"Dungeon Siege II","PC","2005","Role-Playing","Microsoft Game Studios",0,0.02,0,0,0.03,"Exclusive"
"14535",14840,"Bae Yong-joon to Manabu Kankokugo DS","DS","2009","Misc","D3Publisher",0,0,0.03,0,0.03,"Exclusive"
"14536",14841,"World War II Combat: Road To Berlin","XB","2006","Shooter","Groove Games",0.02,0.01,0,0,0.03,"Exclusive"
"14537",14842,"Metal Saga","PS2","2005","Role-Playing","Success",0.01,0.01,0,0,0.03,"Exclusive"
"14538",14843,"Imagine: Sweet 16","DS","2010","Simulation","Ubisoft",0.02,0,0,0,0.03,"Exclusive"
"14539",14844,"SWAT 4","PC","2005","Shooter","Vivendi Games",0,0.02,0,0,0.03,"Exclusive"
"14540",14845,"Last Escort 2: Shinya no Amai Toge","PS2","2008","Adventure","D3Publisher",0,0,0.03,0,0.03,"Exclusive"
"14541",14846,"Pop'n Music 13 Carnival","PS2","2006","Simulation","Konami Digital Entertainment",0,0,0.03,0,0.03,"Exclusive"
"14542",14849,"Tokushu Houdoubu","PSV","2012","Adventure","Nippon Ichi Software",0,0,0.03,0,0.03,"Exclusive"
"14543",14850,"Terraria","WiiU","2016","Action","505 Games",0,0.02,0,0,0.03,"Non-exclusive"
"14544",14851,"My DoItAll","DS","2009","Misc","Tomy Corporation",0.02,0,0,0,0.03,"Exclusive"
"14545",14853,"Shakugan no Shana","PS2","2006","Adventure","Media Works",0,0,0.03,0,0.03,"Exclusive"
"14546",14854,"Monster Mayhem: Build and Battle","Wii","2009","Simulation","Zushi Games",0.02,0,0,0,0.03,"Non-exclusive"
"14547",14855,"I Heart Geeks","DS","2011","Puzzle","CDV Software Entertainment",0.02,0,0,0,0.03,"Exclusive"
"14548",14856,"Hokuto no Ken: Hokuto Shinken Denshousha no Michi","DS","2008","Action","Spike",0,0,0.03,0,0.03,"Exclusive"
"14549",14857,"The Lord of the Rings: Conquest","PC","2009","Action","Electronic Arts",0,0.02,0,0,0.03,"Non-exclusive"
"14550",14859,"Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku","PSP","2011","Adventure","Idea Factory",0,0,0.03,0,0.03,"Exclusive"
"14551",14860,"Little Busters! Converted Edition","PSV","2012","Action","Prototype",0,0,0.03,0,0.03,"Non-exclusive"
"14552",14861,"Hankou Shashin","SAT","1996","Adventure","Imagineer",0,0,0.03,0,0.03,"Exclusive"
"14553",14862,"MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All","PSV","2015","Role-Playing","Idea Factory",0,0.01,0.01,0,0.03,"Exclusive"
"14554",14863,"Marker Man Adventures","DS","2009","Platform","Majesco Entertainment",0.02,0,0,0,0.03,"Exclusive"
"14555",14864,"Capcom Digital Collection","X360","2012","Action","Capcom",0.02,0.01,0,0,0.03,"Exclusive"
"14556",14865,"Pro Yakyuu Family Stadium","Wii","2008","Sports","Namco Bandai Games",0,0,0.03,0,0.03,"Non-exclusive"
"14557",14866,"Open Season","PS2","2006","Platform","Ubisoft",0.01,0.01,0,0,0.03,"Non-exclusive"
"14558",14867,"Monster Hunter Frontier Online: Forward 2","X360","2011","Role-Playing","Capcom",0,0,0.03,0,0.03,"Exclusive"
"14559",14868,"Moyashimon DS","DS","2009","Action","Takara Tomy",0,0,0.03,0,0.03,"Exclusive"
"14560",14869,"A Ressha de Gyoukou 2001","PS2","2001","Simulation","ArtDink",0,0,0.03,0,0.03,"Exclusive"
"14561",14870,"Diabolik Lovers: Lunatic Parade","PSV","2016","Adventure","Idea Factory",0,0,0.03,0,0.03,"Exclusive"
"14562",14871,"Let's Dance with Mel B","Wii","2011","Sports","Black Bean Games",0,0.02,0,0,0.03,"Non-exclusive"
"14563",14872,"Battlestations: Pacific","PC","2009","Strategy","Eidos Interactive",0,0.02,0,0,0.03,"Non-exclusive"
"14564",14873,"Neverwinter Nights 2","PC","2006","Role-Playing","Atari",0,0.02,0,0,0.03,"Exclusive"
"14565",14874,"Starry ? Sky: In Autumn","PSP","2010","Misc","Asgard",0,0,0.03,0,0.03,"Exclusive"
"14566",14875,"Battlefield 1942","PC","2002","Shooter","Electronic Arts",0.01,0.01,0,0,0.03,"Exclusive"
"14567",14876,"Back to the Future: The Game","X360","2015","Adventure","Telltale Games",0.02,0.01,0,0,0.03,"Non-exclusive"
"14568",14877,"Pitball","PS","1996","Sports","Time Warner Interactive",0.01,0.01,0,0,0.03,"Exclusive"
"14569",14878,"X-Men Origins: Wolverine - Uncaged Edition","PC","2009","Action","Activision",0.02,0,0,0,0.03,"Non-exclusive"
"14570",14880,"D.C. III: Da Capo III","PSP","2013","Adventure","Kadokawa Games",0,0,0.03,0,0.03,"Exclusive"
"14571",14881,"Judge Dredd: Dredd Vs Death","PS2","2003","Shooter","BAM! Entertainment",0.01,0.01,0,0,0.03,"Non-exclusive"
"14572",14882,"Ocean Commander","Wii","2009","Simulation","Valcon Games",0.02,0,0,0,0.03,"Exclusive"
"14573",14883,"Drome Racers","GBA","2003","Racing","THQ",0.02,0.01,0,0,0.03,"Non-exclusive"
"14574",14884,"Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue","PSP","2012","Adventure","Idea Factory",0,0,0.03,0,0.03,"Exclusive"
"14575",14885,"God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2","PS4","2015","Misc","Namco Bandai Games",0,0,0.03,0,0.03,"Exclusive"
"14576",14886,"Tank Beat","DS","2006","Strategy","Midas Interactive Entertainment",0.01,0.01,0,0,0.03,"Exclusive"
"14577",14887,"LEGO Pirates of the Caribbean: The Video Game","PC","2011","Action","Disney Interactive Studios",0.02,0,0,0,0.03,"Non-exclusive"
"14578",14888,"Turbo: Super Stunt Squad","WiiU","2013","Sports","D3Publisher",0,0.02,0,0,0.03,"Non-exclusive"
"14579",14889,"Jurassic Park: Operation Genesis","PC","2003","Simulation","Vivendi Games",0,0.02,0,0,0.03,"Non-exclusive"
"14580",14890,"The Peanuts Movie: Snoopy's Grand Adventure","X360","2015","Action","Activision",0,0.02,0,0,0.03,"Non-exclusive"
"14581",14891,"Tenkaichi * Sengoku Lovers","DS","2010","Adventure","Rocket Company",0,0,0.03,0,0.03,"Exclusive"
"14582",14892,"Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi","PS3","2013","Misc","Paon Corporation",0,0,0.03,0,0.03,"Exclusive"
"14583",14893,"Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2","PS2","2007","Misc","Sega",0,0,0.03,0,0.03,"Exclusive"
"14584",14894,"Bode Miller Alpine Skiing","PS2","2006","Sports","Valcon Games",0.01,0.01,0,0,0.03,"Exclusive"
"14585",14895,"Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu","GBA","2006","Role-Playing","Marvelous Interactive",0,0,0.02,0,0.03,"Exclusive"
"14586",14896,"R-Type Delta","PS","1998","Shooter","Irem Software Engineering",0.01,0.01,0,0,0.03,"Exclusive"
"14587",14897,"Angelique: Maren no Rokukishi","PSP","2011","Adventure","Idea Factory",0,0,0.03,0,0.03,"Exclusive"
"14588",14898,"Soul Eater: Battle Resonance","PSP","2009","Action","Namco Bandai Games",0,0,0.03,0,0.03,"Exclusive"
"14589",14899,"Psycho-Pass: Mandatory Happiness","PS4","2016","Adventure","Nippon Ichi Software",0.02,0,0,0,0.03,"Non-exclusive"
"14590",14900,"Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki","DS","2008","Misc","D3Publisher",0,0,0.03,0,0.03,"Exclusive"
"14591",14901,"The Great Battle Gaiden 2: Matsuri da Wasshoi","SNES","1994","Action","Banpresto",0,0,0.03,0,0.03,"Exclusive"
"14592",14902,"Napoleon Dynamite: The Game","DS","2007","Puzzle","Crave Entertainment",0.02,0,0,0,0.03,"Non-exclusive"
"14593",14903,"Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku","DS","2008","Simulation","Broccoli",0,0,0.03,0,0.03,"Exclusive"
"14594",14904,"Rock 'N' Roll Adventures","Wii","2007","Platform","Popcorn Arcade",0.02,0,0,0,0.03,"Exclusive"
"14595",14905,"War Gods","PS","1996","Fighting","GT Interactive",0.01,0.01,0,0,0.03,"Non-exclusive"
"14596",14906,"Evangelion: Jo","PS2","2009","Action","Namco Bandai Games",0,0,0.03,0,0.03,"Non-exclusive"
"14597",14907,"Doki Oki","PS","1995","Adventure","Banpresto",0,0,0.02,0,0.03,"Exclusive"
"14598",14908,"Gakuen Alice: WakuWaku * Happy Friends","DS","2007","Adventure","Kids Station",0,0,0.03,0,0.03,"Exclusive"
"14599",14909,"Kyokugen Dasshutsu ADV: Zennin Shiboudesu","PSV","2012","Adventure","ChunSoft",0,0,0.03,0,0.03,"Non-exclusive"
"14600",14910,"Konohana 2: Todoke Kanai Requiem","PS2","2002","Adventure","Success",0,0,0.03,0,0.03,"Exclusive"
"14601",14911,"Derby Time 2006","PSP","2006","Sports","Sony Computer Entertainment",0,0,0.03,0,0.03,"Exclusive"
"14602",14912,"Yuusha Shisu.","PSV","2016","Role-Playing","Nippon Ichi Software",0,0,0.02,0,0.02,"Exclusive"
"14603",14913,"Monster Mayhem: Build and Battle","DS","2009","Simulation","Zushi Games",0.02,0,0,0,0.02,"Non-exclusive"
"14604",14914,"Senjou no Waltz","PSV","2014","Adventure","Idea Factory",0,0,0.02,0,0.02,"Exclusive"
"14605",14915,"Chuck E. Cheese's Sports Games","Wii","2011","Sports","UFO Interactive",0.02,0,0,0,0.02,"Exclusive"
"14606",14916,"Ghostbusters (2016)","XOne","2016","Action","Activision",0.02,0,0,0,0.02,"Non-exclusive"
"14607",14917,"Stronghold 2 Deluxe","PC","2005","Strategy","Take-Two Interactive",0,0.02,0,0,0.02,"Exclusive"
"14608",14918,"MAPLUS: Portable Navi 3","PSP","2009","Misc","Edia",0,0,0.02,0,0.02,"Exclusive"
"14609",14919,"DEATH NOTE: L o Tsugu Mono","DS","2007","Adventure","Konami Digital Entertainment",0,0,0.02,0,0.02,"Exclusive"
"14610",14920,"ZooCube","GC","2002","Puzzle","Acclaim Entertainment",0.02,0,0,0,0.02,"Non-exclusive"
"14611",14921,"Puppet Show 3: Lost Town","PC","2011","Puzzle","Focus Home Interactive",0,0.02,0,0,0.02,"Exclusive"
"14612",14922,"Star Wars: Empire at War - Forces of Corruption","PC","2006","Strategy","LucasArts",0,0.02,0,0,0.02,"Exclusive"
"14613",14923,"Spy Hunter / Super Sprint","GBA","2005","Racing","Zoo Digital Publishing",0.02,0.01,0,0,0.02,"Exclusive"
